"","ParticipantNumber","likingRating","likingRT","CurrentTarget","SoundOfStimulus","Valence","Function","computerName","timeStamp","Position","N_pres","spacesum","stim","spacesumnext"
"410","2","14","3.43","Renetol","./sounds/cs/ratingcs/tol_5.wav","1","cs2","labor2","2015-03-04_11.08.49.598000","l","10",3,"tol_5.wav",3
"411","2","9","3.264","Istennif","./sounds/cs/ratingcs/nif_20.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",6,"nif_20.wav",0
"412","2","10","3.764","Rustutol","./sounds/cs/ratingcs/tol_15.wav","1","cs2","labor2","2015-03-04_11.08.49.598000","l","10",1,"tol_15.wav",5
"413","2","13","13.288","Koleelup","./sounds/cs/ratingcs/lup_16.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",3,"lup_16.wav",2
"414","2","17","5.051","Kattanif","./sounds/cs/ratingcs/nif_13.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",5,"nif_13.wav",0
"415","2","20","3.032","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",2,"lup_7.wav",4
"416","2","14","5.328","Dakatol","./sounds/cs/ratingcs/tol_6.wav","-1","cs2","labor2","2015-03-04_11.08.49.598000","l","10",5,"tol_6.wav",5
"417","2","20","7.17","Dimmanif","./sounds/cs/ratingcs/nif_11.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",5,"nif_11.wav",0
"418","2","10","7.02","Dilitol","./sounds/cs/ratingcs/tol_8.wav","1","target","labor2","2015-03-04_11.08.49.598000","r","5",0,"tol_8.wav",0
"419","2","42","6.165","Nenetol","./sounds/cs/ratingcs/tol_19.wav","-1","cs2","labor2","2015-03-04_11.08.49.598000","l","10",5,"tol_19.wav",3
"420","2","13","3.824","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",2,"lup_4.wav",3
"421","2","10","8.37","Bollanif","./sounds/cs/ratingcs/nif_8.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",4,"nif_8.wav",0
"422","2","14","9.34","Neenolup","./sounds/cs/ratingcs/lup_2.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",0,"lup_2.wav",4
"423","2","19","3.475","Jessunif","./sounds/cs/ratingcs/nif_19.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",4,"nif_19.wav",0
"424","2","12","3.153","Cocotol","./sounds/cs/ratingcs/tol_10.wav","-1","target","labor2","2015-03-04_11.08.49.598000","r","5",1,"tol_10.wav",0
"425","2","20","2.957","Teppanif","./sounds/cs/ratingcs/nif_15.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",4,"nif_15.wav",0
"426","2","11","3.657","Falatol","./sounds/cs/ratingcs/tol_4.wav","1","cs2","labor2","2015-03-04_11.08.49.598000","l","10",3,"tol_4.wav",4
"427","2","12","2.639","Siritol","./sounds/cs/ratingcs/tol_18.wav","1","cs2","labor2","2015-03-04_11.08.49.598000","l","10",2,"tol_18.wav",4
"428","2","14","5.086","Daanilup","./sounds/cs/ratingcs/lup_17.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",1,"lup_17.wav",5
"429","2","10","4.215","Saartelup","./sounds/cs/ratingcs/lup_10.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",2,"lup_10.wav",5
"430","2","20","2.965","Lalatol","./sounds/cs/ratingcs/tol_1.wav","-1","target","labor2","2015-03-04_11.08.49.598000","r","5",0,"tol_1.wav",0
"431","2","15","3.743","Tareelup","./sounds/cs/ratingcs/lup_8.wav","0","cs1","labor2","2015-03-04_11.08.49.598000","l","10",1,"lup_8.wav",1
"432","2","11","3.212","Allanif","./sounds/cs/ratingcs/nif_7.wav","0","cs3","labor2","2015-03-04_11.08.49.598000","l","10",3,"nif_7.wav",0
"433","2","24","3.336","Nanatol","./sounds/cs/ratingcs/tol_3.wav","-1","target","labor2","2015-03-04_11.08.49.598000","r","5",0,"tol_3.wav",0
"434","3","53","5.505","Baakelup","./sounds/cs/ratingcs/lup_20.wav","-1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_20.wav",0
"435","3","60","3.618","Waneelup","./sounds/cs/ratingcs/lup_6.wav","1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_6.wav",0
"436","3","47","2.777","Nenetol","./sounds/cs/ratingcs/tol_19.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_19.wav",0
"437","3","39","2.869","Sesetol","./sounds/cs/ratingcs/tol_9.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_9.wav",0
"438","3","45","3.684","Tareelup","./sounds/cs/ratingcs/lup_8.wav","-1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_8.wav",0
"439","3","63","3.525","Dimmanif","./sounds/cs/ratingcs/nif_11.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_11.wav",0
"440","3","44","3.242","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","1","target","labor2","2015-03-04_13.30.19.150000","r","5",0,"lup_4.wav",5
"441","3","24","3.277","Jessunif","./sounds/cs/ratingcs/nif_19.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_19.wav",0
"442","3","72","2.563","Allanif","./sounds/cs/ratingcs/nif_7.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_7.wav",0
"443","3","14","2.38","Daanilup","./sounds/cs/ratingcs/lup_17.wav","-1","target","labor2","2015-03-04_13.30.19.150000","r","5",0,"lup_17.wav",5
"444","3","55","2.186","Mateelup","./sounds/cs/ratingcs/lup_9.wav","1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_9.wav",0
"445","3","68","2.718","Bollanif","./sounds/cs/ratingcs/nif_8.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_8.wav",0
"446","3","39","2.203","Befetol","./sounds/cs/ratingcs/tol_14.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_14.wav",0
"447","3","80","2.272","Maasolup","./sounds/cs/ratingcs/lup_1.wav","-1","target","labor2","2015-03-04_13.30.19.150000","r","5",1,"lup_1.wav",4
"448","3","57","2.022","Issanif","./sounds/cs/ratingcs/nif_9.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_9.wav",0
"449","3","23","2.302","Teppanif","./sounds/cs/ratingcs/nif_15.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_15.wav",0
"450","3","45","2.533","Siritol","./sounds/cs/ratingcs/tol_18.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_18.wav",0
"451","3","33","2.507","Dilitol","./sounds/cs/ratingcs/tol_8.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_8.wav",0
"452","3","44","3.144","Spanatol","./sounds/cs/ratingcs/tol_16.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_16.wav",0
"453","3","60","2.625","Nanatol","./sounds/cs/ratingcs/tol_3.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_3.wav",0
"454","3","38","2.966","Rellnif","./sounds/cs/ratingcs/nif_6.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_6.wav",0
"455","3","48","1.873","Falatol","./sounds/cs/ratingcs/tol_4.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_4.wav",0
"456","3","75","2.817","Deretol","./sounds/cs/ratingcs/tol_12.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_12.wav",0
"457","3","29","2.063","Saartelup","./sounds/cs/ratingcs/lup_10.wav","1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_10.wav",0
"458","3","45","1.725","Missonif","./sounds/cs/ratingcs/nif_10.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_10.wav",0
"459","3","39","4.045","Deekalup","./sounds/cs/ratingcs/lup_14.wav","1","target","labor2","2015-03-04_13.30.19.150000","r","5",0,"lup_14.wav",4
"460","3","11","3.062","Tesoolup","./sounds/cs/ratingcs/lup_13.wav","1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_13.wav",0
"461","3","42","2.971","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_7.wav",0
"462","3","54","3.177","Zackatol","./sounds/cs/ratingcs/tol_17.wav","0","cs1","labor2","2015-03-04_13.30.19.150000","l","10",0,"tol_17.wav",0
"463","3","63","2.722","Koleelup","./sounds/cs/ratingcs/lup_16.wav","-1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_16.wav",0
"464","3","55","2.42","Daanalup","./sounds/cs/ratingcs/lup_12.wav","-1","target","labor2","2015-03-04_13.30.19.150000","r","5",1,"lup_12.wav",5
"465","3","42","3.196","Istennif","./sounds/cs/ratingcs/nif_20.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_20.wav",0
"466","3","19","2.436","Unoolup","./sounds/cs/ratingcs/lup_18.wav","-1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_18.wav",0
"467","3","42","2.453","Eekalup","./sounds/cs/ratingcs/lup_11.wav","1","target","labor2","2015-03-04_13.30.19.150000","r","5",2,"lup_11.wav",3
"468","3","52","2.06","Zallunif","./sounds/cs/ratingcs/nif_4.wav","0","cs3","labor2","2015-03-04_13.30.19.150000","l","10",0,"nif_4.wav",0
"469","3","70","2.494","Omeelup","./sounds/cs/ratingcs/lup_3.wav","-1","cs2","labor2","2015-03-04_13.30.19.150000","l","10",0,"lup_3.wav",0
"470","4","70","13.611","Sesetol","./sounds/cs/ratingcs/tol_9.wav","1","target","labor8","2015-03-04_13.34.51.390000","r","5",0,"tol_9.wav",5
"471","4","50","8.514","Nenetol","./sounds/cs/ratingcs/tol_19.wav","-1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_19.wav",0
"472","4","80","10.066","Bollanif","./sounds/cs/ratingcs/nif_8.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_8.wav",0
"473","4","50","6.242","Nomotol","./sounds/cs/ratingcs/tol_7.wav","-1","target","labor8","2015-03-04_13.34.51.390000","r","5",1,"tol_7.wav",4
"474","4","39","9.619","Istennif","./sounds/cs/ratingcs/nif_20.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_20.wav",0
"475","4","80","11.66","Tareelup","./sounds/cs/ratingcs/lup_8.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_8.wav",0
"476","4","40","12.175","Mateelup","./sounds/cs/ratingcs/lup_9.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_9.wav",0
"477","4","40","9.962","Dakatol","./sounds/cs/ratingcs/tol_6.wav","-1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_6.wav",0
"478","4","70","9.247","Piditol","./sounds/cs/ratingcs/tol_13.wav","-1","target","labor8","2015-03-04_13.34.51.390000","r","5",0,"tol_13.wav",5
"479","4","60","3.972","Cocotol","./sounds/cs/ratingcs/tol_10.wav","1","target","labor8","2015-03-04_13.34.51.390000","r","5",0,"tol_10.wav",2
"480","4","60","5.597","Spanatol","./sounds/cs/ratingcs/tol_16.wav","-1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_16.wav",0
"481","4","39","8.682","Kennunif","./sounds/cs/ratingcs/nif_5.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_5.wav",0
"482","4","70","8.055","Daanilup","./sounds/cs/ratingcs/lup_17.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_17.wav",0
"483","4","40","8.021","Befetol","./sounds/cs/ratingcs/tol_14.wav","1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_14.wav",0
"484","4","39","5.377","Missonif","./sounds/cs/ratingcs/nif_10.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",1,"nif_10.wav",0
"485","4","70","5.01","Nanatol","./sounds/cs/ratingcs/tol_3.wav","1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_3.wav",0
"486","4","60","12.464","Reetolup","./sounds/cs/ratingcs/lup_15.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_15.wav",0
"487","4","70","5.251","Moteelup","./sounds/cs/ratingcs/lup_19.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_19.wav",0
"488","4","50","4.988","Mofotol","./sounds/cs/ratingcs/tol_11.wav","1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_11.wav",0
"489","4","80","10.841","Zackatol","./sounds/cs/ratingcs/tol_17.wav","1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_17.wav",0
"490","4","60","7.135","Dullanif","./sounds/cs/ratingcs/nif_14.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_14.wav",1
"491","4","60","7.172","Dilitol","./sounds/cs/ratingcs/tol_8.wav","1","target","labor8","2015-03-04_13.34.51.390000","r","5",0,"tol_8.wav",5
"492","4","70","3.948","Hulutol","./sounds/cs/ratingcs/tol_20.wav","-1","target","labor8","2015-03-04_13.34.51.390000","r","5",0,"tol_20.wav",5
"493","4","50","7.951","Renetol","./sounds/cs/ratingcs/tol_5.wav","1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_5.wav",0
"494","4","40","7.285","Toleelup","./sounds/cs/ratingcs/lup_5.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_5.wav",0
"495","4","40","11.201","Koleelup","./sounds/cs/ratingcs/lup_16.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_16.wav",0
"496","4","50","5.206","Rellnif","./sounds/cs/ratingcs/nif_6.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_6.wav",0
"497","4","60","6.787","Deekalup","./sounds/cs/ratingcs/lup_14.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_14.wav",0
"498","4","60","4.265","Waneelup","./sounds/cs/ratingcs/lup_6.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_6.wav",0
"499","4","50","5.228","Maasolup","./sounds/cs/ratingcs/lup_1.wav","0","cs1","labor8","2015-03-04_13.34.51.390000","l","10",0,"lup_1.wav",0
"500","4","50","6.764","Rustutol","./sounds/cs/ratingcs/tol_15.wav","-1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_15.wav",0
"501","4","40","6.52","Kissunif","./sounds/cs/ratingcs/nif_16.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_16.wav",0
"502","4","40","6.093","Zallunif","./sounds/cs/ratingcs/nif_4.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_4.wav",0
"503","4","60","4.849","Eskannif","./sounds/cs/ratingcs/nif_2.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_2.wav",0
"504","4","60","4.212","Siritol","./sounds/cs/ratingcs/tol_18.wav","-1","cs2","labor8","2015-03-04_13.34.51.390000","l","10",0,"tol_18.wav",1
"505","4","60","6.278","Cellanif","./sounds/cs/ratingcs/nif_1.wav","0","cs3","labor8","2015-03-04_13.34.51.390000","l","10",0,"nif_1.wav",0
"506","5","25","17.568","Dakatol","./sounds/cs/ratingcs/tol_6.wav","-1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_6.wav",0
"507","5","31","4.334","Lalatol","./sounds/cs/ratingcs/tol_1.wav","-1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_1.wav",0
"508","5","10","5.168","Issanif","./sounds/cs/ratingcs/nif_9.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_9.wav",0
"509","5","19","2.162","Falatol","./sounds/cs/ratingcs/tol_4.wav","-1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_4.wav",0
"510","5","27","2.91","Kattanif","./sounds/cs/ratingcs/nif_13.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_13.wav",0
"511","5","26","3.492","Renetol","./sounds/cs/ratingcs/tol_5.wav","1","target","labor8","2015-03-05_13.06.23.230000","r","5",0,"tol_5.wav",5
"512","5","20","2.308","Nenetol","./sounds/cs/ratingcs/tol_19.wav","-1","target","labor8","2015-03-05_13.06.23.230000","r","5",1,"tol_19.wav",4
"513","5","30","5.962","Missonif","./sounds/cs/ratingcs/nif_10.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_10.wav",0
"514","5","29","3.638","Lussanif","./sounds/cs/ratingcs/nif_18.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_18.wav",0
"515","5","20","2.939","Siritol","./sounds/cs/ratingcs/tol_18.wav","-1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_18.wav",0
"516","5","10","2.167","Rustutol","./sounds/cs/ratingcs/tol_15.wav","-1","target","labor8","2015-03-05_13.06.23.230000","r","5",2,"tol_15.wav",3
"517","5","37","3.307","Maasolup","./sounds/cs/ratingcs/lup_1.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_1.wav",0
"518","5","20","1.928","Dilitol","./sounds/cs/ratingcs/tol_8.wav","-1","target","labor8","2015-03-05_13.06.23.230000","r","5",1,"tol_8.wav",3
"519","5","27","2.888","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_7.wav",0
"520","5","28","2.296","Mateelup","./sounds/cs/ratingcs/lup_9.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_9.wav",0
"521","5","24","4.261","Daanilup","./sounds/cs/ratingcs/lup_17.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_17.wav",0
"522","5","24","2.727","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_4.wav",0
"523","5","26","5.232","Reretol","./sounds/cs/ratingcs/tol_2.wav","1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_2.wav",0
"524","5","32","4.016","Neenolup","./sounds/cs/ratingcs/lup_2.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_2.wav",0
"525","5","29","2.91","Waneelup","./sounds/cs/ratingcs/lup_6.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_6.wav",0
"526","5","20","2.436","Nomotol","./sounds/cs/ratingcs/tol_7.wav","1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_7.wav",0
"527","5","21","1.931","Cocotol","./sounds/cs/ratingcs/tol_10.wav","1","target","labor8","2015-03-05_13.06.23.230000","r","5",1,"tol_10.wav",4
"528","5","17","4.377","Toleelup","./sounds/cs/ratingcs/lup_5.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_5.wav",0
"529","5","16","3.05","Tareelup","./sounds/cs/ratingcs/lup_8.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_8.wav",0
"530","5","25","2.905","Piditol","./sounds/cs/ratingcs/tol_13.wav","-1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_13.wav",0
"531","5","19","3.868","Kennunif","./sounds/cs/ratingcs/nif_5.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_5.wav",0
"532","5","28","2.066","Nanatol","./sounds/cs/ratingcs/tol_3.wav","1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_3.wav",0
"533","5","28","1.872","Dimmanif","./sounds/cs/ratingcs/nif_11.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_11.wav",0
"534","5","21","11.465","Sesetol","./sounds/cs/ratingcs/tol_9.wav","1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_9.wav",0
"535","5","13","2.052","Deretol","./sounds/cs/ratingcs/tol_12.wav","1","target","labor8","2015-03-05_13.06.23.230000","r","5",4,"tol_12.wav",1
"536","5","18","2.936","Hulutol","./sounds/cs/ratingcs/tol_20.wav","1","cs2","labor8","2015-03-05_13.06.23.230000","l","10",0,"tol_20.wav",0
"537","5","23","2.21","Allanif","./sounds/cs/ratingcs/nif_7.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_7.wav",0
"538","5","25","2.595","Istennif","./sounds/cs/ratingcs/nif_20.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_20.wav",0
"539","5","19","2.456","Reetolup","./sounds/cs/ratingcs/lup_15.wav","0","cs1","labor8","2015-03-05_13.06.23.230000","l","10",0,"lup_15.wav",0
"540","5","25","2.224","Dullanif","./sounds/cs/ratingcs/nif_14.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_14.wav",0
"541","5","23","4.549","Eskannif","./sounds/cs/ratingcs/nif_2.wav","0","cs3","labor8","2015-03-05_13.06.23.230000","l","10",0,"nif_2.wav",0
"542","6","95","11.137","Reetolup","./sounds/cs/ratingcs/lup_15.wav","-1","target","labor2","2015-03-05_15.04.57.315000","r","5",0,"lup_15.wav",5
"543","6","70","4.706","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","1","target","labor2","2015-03-05_15.04.57.315000","r","5",0,"lup_7.wav",4
"544","6","65","6.521","Missonif","./sounds/cs/ratingcs/nif_10.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_10.wav",0
"545","6","48","4.267","Cellanif","./sounds/cs/ratingcs/nif_1.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_1.wav",0
"546","6","40","4.189","Moteelup","./sounds/cs/ratingcs/lup_19.wav","1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_19.wav",0
