"","ParticipantNumber","likingRating","likingRT","CurrentTarget","SoundOfStimulus","Valence","Function","computerName","timeStamp","Position","N_pres","spacesum","stim","spacesumnext"
"547","6","34","5.162","Mateelup","./sounds/cs/ratingcs/lup_9.wav","1","target","labor2","2015-03-05_15.04.57.315000","r","5",0,"lup_9.wav",5
"548","6","85","6.381","Lalatol","./sounds/cs/ratingcs/tol_1.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_1.wav",0
"549","6","53","6.198","Deretol","./sounds/cs/ratingcs/tol_12.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_12.wav",0
"550","6","60","4.083","Unoolup","./sounds/cs/ratingcs/lup_18.wav","1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_18.wav",0
"551","6","50","9.502","Deekalup","./sounds/cs/ratingcs/lup_14.wav","-1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_14.wav",0
"552","6","55","3.654","Daanilup","./sounds/cs/ratingcs/lup_17.wav","-1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_17.wav",0
"553","6","40","4.248","Dakatol","./sounds/cs/ratingcs/tol_6.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_6.wav",0
"554","6","55","4.682","Eskannif","./sounds/cs/ratingcs/nif_2.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_2.wav",0
"555","6","30","3.649","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","1","target","labor2","2015-03-05_15.04.57.315000","r","5",0,"lup_4.wav",5
"556","6","50","7.369","Neenolup","./sounds/cs/ratingcs/lup_2.wav","1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_2.wav",0
"557","6","80","6.243","Teppanif","./sounds/cs/ratingcs/nif_15.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_15.wav",0
"558","6","40","6.144","Tareelup","./sounds/cs/ratingcs/lup_8.wav","-1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_8.wav",0
"559","6","40","6.001","Waneelup","./sounds/cs/ratingcs/lup_6.wav","1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_6.wav",0
"560","6","95","4.93","Maasolup","./sounds/cs/ratingcs/lup_1.wav","-1","target","labor2","2015-03-05_15.04.57.315000","r","5",0,"lup_1.wav",5
"561","6","33","12.531","Renetol","./sounds/cs/ratingcs/tol_5.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_5.wav",0
"562","6","51","5.297","Omeelup","./sounds/cs/ratingcs/lup_3.wav","1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_3.wav",0
"563","6","42","3.917","Istennif","./sounds/cs/ratingcs/nif_20.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_20.wav",0
"564","6","80","5.236","Mofotol","./sounds/cs/ratingcs/tol_11.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_11.wav",0
"565","6","40","3.932","Jessunif","./sounds/cs/ratingcs/nif_19.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_19.wav",1
"566","6","60","4.199","Baakelup","./sounds/cs/ratingcs/lup_20.wav","-1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",1,"lup_20.wav",0
"567","6","55","7.136","Lebbunif","./sounds/cs/ratingcs/nif_3.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_3.wav",0
"568","6","65","3.378","Befetol","./sounds/cs/ratingcs/tol_14.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_14.wav",0
"569","6","85","3.079","Hulutol","./sounds/cs/ratingcs/tol_20.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_20.wav",0
"570","6","41","3.833","Rellnif","./sounds/cs/ratingcs/nif_6.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_6.wav",0
"571","6","30","3.619","Sesetol","./sounds/cs/ratingcs/tol_9.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_9.wav",0
"572","6","50","5.774","Dattonif","./sounds/cs/ratingcs/nif_12.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_12.wav",0
"573","6","77","3.001","Siritol","./sounds/cs/ratingcs/tol_18.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_18.wav",0
"574","6","65","3.492","Dimmanif","./sounds/cs/ratingcs/nif_11.wav","0","cs1","labor2","2015-03-05_15.04.57.315000","l","10",0,"nif_11.wav",0
"575","6","55","3.664","Nomotol","./sounds/cs/ratingcs/tol_7.wav","0","cs3","labor2","2015-03-05_15.04.57.315000","l","10",0,"tol_7.wav",0
"576","6","45","4.42","Toleelup","./sounds/cs/ratingcs/lup_5.wav","-1","cs2","labor2","2015-03-05_15.04.57.315000","l","10",0,"lup_5.wav",0
"577","6","45","4.529","Tesoolup","./sounds/cs/ratingcs/lup_13.wav","-1","target","labor2","2015-03-05_15.04.57.315000","r","5",0,"lup_13.wav",5
"578","7","62","12.922","Toleelup","./sounds/cs/ratingcs/lup_5.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_5.wav",0
"579","7","50","5.562","Rellnif","./sounds/cs/ratingcs/nif_6.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",1,"nif_6.wav",0
"580","7","43","4.519","Deretol","./sounds/cs/ratingcs/tol_12.wav","1","target","labor8","2015-03-05_15.04.59.795000","r","5",0,"tol_12.wav",5
"581","7","72","2.723","Siritol","./sounds/cs/ratingcs/tol_18.wav","1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_18.wav",0
"582","7","46","3.529","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_4.wav",0
"583","7","42","2.198","Teppanif","./sounds/cs/ratingcs/nif_15.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_15.wav",0
"584","7","47","2.767","Omeelup","./sounds/cs/ratingcs/lup_3.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_3.wav",0
"585","7","53","3.475","Mofotol","./sounds/cs/ratingcs/tol_11.wav","1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_11.wav",0
"586","7","45","4.126","Unoolup","./sounds/cs/ratingcs/lup_18.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_18.wav",0
"587","7","72","2.463","Sesetol","./sounds/cs/ratingcs/tol_9.wav","1","target","labor8","2015-03-05_15.04.59.795000","r","5",0,"tol_9.wav",5
"588","7","52","3.516","Kullonif","./sounds/cs/ratingcs/nif_17.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_17.wav",0
"589","7","62","1.991","Issanif","./sounds/cs/ratingcs/nif_9.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",1,"nif_9.wav",0
"590","7","59","2.577","Eskannif","./sounds/cs/ratingcs/nif_2.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_2.wav",0
"591","7","59","2.881","Hulutol","./sounds/cs/ratingcs/tol_20.wav","-1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_20.wav",0
"592","7","55","2.097","Zackatol","./sounds/cs/ratingcs/tol_17.wav","-1","target","labor8","2015-03-05_15.04.59.795000","r","5",0,"tol_17.wav",5
"593","7","56","5.441","Piditol","./sounds/cs/ratingcs/tol_13.wav","-1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_13.wav",0
"594","7","63","2.925","Nanatol","./sounds/cs/ratingcs/tol_3.wav","-1","target","labor8","2015-03-05_15.04.59.795000","r","5",0,"tol_3.wav",5
"595","7","60","2.491","Cocotol","./sounds/cs/ratingcs/tol_10.wav","-1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_10.wav",0
"596","7","57","2.946","Dullanif","./sounds/cs/ratingcs/nif_14.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_14.wav",0
"597","7","56","1.922","Saartelup","./sounds/cs/ratingcs/lup_10.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_10.wav",0
"598","7","66","1.624","Falatol","./sounds/cs/ratingcs/tol_4.wav","1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_4.wav",0
"599","7","39","2.289","Reretol","./sounds/cs/ratingcs/tol_2.wav","1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_2.wav",0
"600","7","42","2.624","Lebbunif","./sounds/cs/ratingcs/nif_3.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_3.wav",0
"601","7","50","2.219","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_7.wav",0
"602","7","56","1.66","Baakelup","./sounds/cs/ratingcs/lup_20.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_20.wav",0
"603","7","35","1.929","Rustutol","./sounds/cs/ratingcs/tol_15.wav","1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_15.wav",0
"604","7","34","1.759","Befetol","./sounds/cs/ratingcs/tol_14.wav","-1","target","labor8","2015-03-05_15.04.59.795000","r","5",0,"tol_14.wav",5
"605","7","54","1.469","Tareelup","./sounds/cs/ratingcs/lup_8.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_8.wav",0
"606","7","48","1.713","Nomotol","./sounds/cs/ratingcs/tol_7.wav","1","target","labor8","2015-03-05_15.04.59.795000","r","5",0,"tol_7.wav",5
"607","7","33","2.589","Nenetol","./sounds/cs/ratingcs/tol_19.wav","-1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_19.wav",0
"608","7","54","2.334","Dilitol","./sounds/cs/ratingcs/tol_8.wav","-1","cs2","labor8","2015-03-05_15.04.59.795000","l","10",0,"tol_8.wav",0
"609","7","47","3.009","Reetolup","./sounds/cs/ratingcs/lup_15.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_15.wav",0
"610","7","52","2.726","Kattanif","./sounds/cs/ratingcs/nif_13.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_13.wav",0
"611","7","54","2.268","Daanilup","./sounds/cs/ratingcs/lup_17.wav","0","cs3","labor8","2015-03-05_15.04.59.795000","l","10",0,"lup_17.wav",0
"612","7","53","2.762","Jessunif","./sounds/cs/ratingcs/nif_19.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_19.wav",0
"613","7","43","2.502","Kennunif","./sounds/cs/ratingcs/nif_5.wav","0","cs1","labor8","2015-03-05_15.04.59.795000","l","10",0,"nif_5.wav",0
"614","8","91","6.676","Cocotol","./sounds/cs/ratingcs/tol_10.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_10.wav",0
"615","8","80","4.764","Koleelup","./sounds/cs/ratingcs/lup_16.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_16.wav",0
"616","8","90","3.442","Lalatol","./sounds/cs/ratingcs/tol_1.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_1.wav",0
"617","8","50","3.299","Kennunif","./sounds/cs/ratingcs/nif_5.wav","-1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_5.wav",0
"618","8","53","3.915","Teppanif","./sounds/cs/ratingcs/nif_15.wav","1","target","labor4","2015-03-05_16.07.25.030000","r","5",0,"nif_15.wav",5
"619","8","60","2.468","Missonif","./sounds/cs/ratingcs/nif_10.wav","1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_10.wav",0
"620","8","89","2.842","Hulutol","./sounds/cs/ratingcs/tol_20.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_20.wav",0
"621","8","29","3.346","Eskannif","./sounds/cs/ratingcs/nif_2.wav","1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_2.wav",0
"622","8","18","2.633","Jessunif","./sounds/cs/ratingcs/nif_19.wav","1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_19.wav",0
"623","8","20","2.562","Dimmanif","./sounds/cs/ratingcs/nif_11.wav","-1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_11.wav",0
"624","8","29","3.169","Befetol","./sounds/cs/ratingcs/tol_14.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_14.wav",0
"625","8","41","3.691","Dattonif","./sounds/cs/ratingcs/nif_12.wav","-1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_12.wav",0
"626","8","69","2.584","Renetol","./sounds/cs/ratingcs/tol_5.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_5.wav",0
"627","8","62","4.703","Rellnif","./sounds/cs/ratingcs/nif_6.wav","1","target","labor4","2015-03-05_16.07.25.030000","r","5",0,"nif_6.wav",4
"628","8","79","3.579","Neenolup","./sounds/cs/ratingcs/lup_2.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_2.wav",0
"629","8","89","2.19","Tareelup","./sounds/cs/ratingcs/lup_8.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_8.wav",0
"630","8","10","6.689","Istennif","./sounds/cs/ratingcs/nif_20.wav","1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_20.wav",0
"631","8","41","2.568","Deretol","./sounds/cs/ratingcs/tol_12.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_12.wav",0
"632","8","80","2.011","Kaneelup","./sounds/cs/ratingcs/lup_7.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_7.wav",0
"633","8","58","3.187","Saartelup","./sounds/cs/ratingcs/lup_10.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_10.wav",0
"634","8","23","3.147","Zallunif","./sounds/cs/ratingcs/nif_4.wav","-1","target","labor4","2015-03-05_16.07.25.030000","r","5",0,"nif_4.wav",5
"635","8","82","2.352","Eekalup","./sounds/cs/ratingcs/lup_11.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_11.wav",0
"636","8","61","2.055","Sesetol","./sounds/cs/ratingcs/tol_9.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_9.wav",0
"637","8","60","1.81","Mateelup","./sounds/cs/ratingcs/lup_9.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_9.wav",0
"638","8","40","2.955","Baakelup","./sounds/cs/ratingcs/lup_20.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_20.wav",0
"639","8","10","3.029","Issanif","./sounds/cs/ratingcs/nif_9.wav","-1","target","labor4","2015-03-05_16.07.25.030000","r","5",0,"nif_9.wav",5
"640","8","13","2.554","Cellanif","./sounds/cs/ratingcs/nif_1.wav","1","target","labor4","2015-03-05_16.07.25.030000","r","5",0,"nif_1.wav",5
"641","8","82","4.169","Nanatol","./sounds/cs/ratingcs/tol_3.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_3.wav",0
"642","8","23","2.535","Dullanif","./sounds/cs/ratingcs/nif_14.wav","-1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_14.wav",0
"643","8","90","4.494","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_4.wav",0
"644","8","51","2.663","Kattanif","./sounds/cs/ratingcs/nif_13.wav","-1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_13.wav",0
"645","8","48","1.954","Bollanif","./sounds/cs/ratingcs/nif_8.wav","1","cs2","labor4","2015-03-05_16.07.25.030000","l","10",0,"nif_8.wav",0
"646","8","76","2.192","Spanatol","./sounds/cs/ratingcs/tol_16.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_16.wav",0
"647","8","51","2.645","Zackatol","./sounds/cs/ratingcs/tol_17.wav","0","cs1","labor4","2015-03-05_16.07.25.030000","l","10",0,"tol_17.wav",0
"648","8","19","1.935","Allanif","./sounds/cs/ratingcs/nif_7.wav","-1","target","labor4","2015-03-05_16.07.25.030000","r","5",0,"nif_7.wav",5
"649","8","64","2.252","Deekalup","./sounds/cs/ratingcs/lup_14.wav","0","cs3","labor4","2015-03-05_16.07.25.030000","l","10",0,"lup_14.wav",0
"650","9","49","8.454","Cocotol","./sounds/cs/ratingcs/tol_10.wav","1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_10.wav",0
"651","9","49","4.984","Hulutol","./sounds/cs/ratingcs/tol_20.wav","1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_20.wav",0
"652","9","30","4.073","Wenaalup","./sounds/cs/ratingcs/lup_4.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_4.wav",0
"653","9","30","2.2","Eekalup","./sounds/cs/ratingcs/lup_11.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_11.wav",0
"654","9","50","2.793","Reretol","./sounds/cs/ratingcs/tol_2.wav","-1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_2.wav",0
"655","9","22","3.865","Allanif","./sounds/cs/ratingcs/nif_7.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_7.wav",0
"656","9","50","2.654","Kissunif","./sounds/cs/ratingcs/nif_16.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_16.wav",0
"657","9","41","2.241","Teppanif","./sounds/cs/ratingcs/nif_15.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_15.wav",0
"658","9","40","3.32","Tesoolup","./sounds/cs/ratingcs/lup_13.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",1,"lup_13.wav",0
"659","9","29","2.535","Dattonif","./sounds/cs/ratingcs/nif_12.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_12.wav",0
"660","9","50","2.46","Nomotol","./sounds/cs/ratingcs/tol_7.wav","1","target","labor2","2015-03-05_16.32.40.511000","r","5",1,"tol_7.wav",4
"661","9","51","2.182","Mofotol","./sounds/cs/ratingcs/tol_11.wav","-1","target","labor2","2015-03-05_16.32.40.511000","r","5",0,"tol_11.wav",5
"662","9","40","2.248","Reetolup","./sounds/cs/ratingcs/lup_15.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_15.wav",0
"663","9","60","3.253","Lalatol","./sounds/cs/ratingcs/tol_1.wav","1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_1.wav",0
"664","9","41","2.189","Neenolup","./sounds/cs/ratingcs/lup_2.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_2.wav",0
"665","9","60","2.58","Nanatol","./sounds/cs/ratingcs/tol_3.wav","-1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_3.wav",0
"666","9","18","2.613","Rellnif","./sounds/cs/ratingcs/nif_6.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_6.wav",0
"667","9","61","3.476","Befetol","./sounds/cs/ratingcs/tol_14.wav","-1","target","labor2","2015-03-05_16.32.40.511000","r","5",0,"tol_14.wav",4
"668","9","21","2.694","Cellanif","./sounds/cs/ratingcs/nif_1.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_1.wav",0
"669","9","21","2.006","Dimmanif","./sounds/cs/ratingcs/nif_11.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_11.wav",0
"670","9","60","1.877","Dilitol","./sounds/cs/ratingcs/tol_8.wav","1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_8.wav",0
"671","9","30","2.169","Missonif","./sounds/cs/ratingcs/nif_10.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_10.wav",1
"672","9","20","2.612","Deekalup","./sounds/cs/ratingcs/lup_14.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_14.wav",0
"673","9","18","2.141","Maasolup","./sounds/cs/ratingcs/lup_1.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_1.wav",0
"674","9","21","2.573","Rustutol","./sounds/cs/ratingcs/tol_15.wav","-1","target","labor2","2015-03-05_16.32.40.511000","r","5",0,"tol_15.wav",3
"675","9","50","2.818","Dakatol","./sounds/cs/ratingcs/tol_6.wav","1","target","labor2","2015-03-05_16.32.40.511000","r","5",0,"tol_6.wav",5
"676","9","40","2.04","Falatol","./sounds/cs/ratingcs/tol_4.wav","-1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_4.wav",0
"677","9","40","1.605","Sesetol","./sounds/cs/ratingcs/tol_9.wav","1","target","labor2","2015-03-05_16.32.40.511000","r","5",1,"tol_9.wav",3
"678","9","22","2.193","Kattanif","./sounds/cs/ratingcs/nif_13.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_13.wav",0
"679","9","59","1.805","Renetol","./sounds/cs/ratingcs/tol_5.wav","-1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_5.wav",0
"680","9","69","3.259","Zackatol","./sounds/cs/ratingcs/tol_17.wav","-1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_17.wav",0
"681","9","30","3.106","Nenetol","./sounds/cs/ratingcs/tol_19.wav","1","cs2","labor2","2015-03-05_16.32.40.511000","l","10",0,"tol_19.wav",0
"682","9","10","2.787","Waneelup","./sounds/cs/ratingcs/lup_6.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_6.wav",0
"683","9","10","2.017","Daanalup","./sounds/cs/ratingcs/lup_12.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_12.wav",0
"684","9","19","2.303","Baakelup","./sounds/cs/ratingcs/lup_20.wav","0","cs1","labor2","2015-03-05_16.32.40.511000","l","10",0,"lup_20.wav",0
"685","9","20","2.944","Lebbunif","./sounds/cs/ratingcs/nif_3.wav","0","cs3","labor2","2015-03-05_16.32.40.511000","l","10",0,"nif_3.wav",0
