Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,172.94760660035536,,,,,,,,,,,,172.93866930017248,173.42974360007793,,,1,2.6543739000335336,,,,,,,,,,,,,,,,,,,173.42975400015712,179.43260020017624,Ring,sportlich,"['Ring', 'sportlich']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich']",1,2.6543739000335336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,179.44206530041993,,,,,,,,,,,,179.43311810027808,179.92395200021565,,,1,1.4469733000732958,,,,,,,,,,,,,,,,,,,179.9239627001807,185.9264295003377,Eimer,teuer,"['Eimer', 'teuer']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer']",1,1.4469733000732958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,185.9358893004246,,,,,,,,,,,,185.92694910010323,186.41805850015953,,,1,2.561947399750352,,,,,,,,,,,,,,,,,,,186.41806910000741,192.42658950015903,Hammer,kurz,"['Hammer', 'kurz']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz']",1,2.561947399750352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,192.43605110002682,,,,,,,,,,,,192.4271184001118,192.91807620041072,,,1,1.5804893001914024,,,,,,,,,,,,,,,,,,,192.91808670014143,198.92580340011045,Löffel,dick,"['Löffel', 'dick']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick']",1,1.5804893001914024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,198.93533300003037,,,,,,,,,,,,198.926330300048,199.41733790002763,,,3,1.330233100336045,,,,,,,,,,,,,,,,,,,199.4173485999927,205.4260840001516,Lampe,strahlend,"['Lampe', 'strahlend']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend']",3,1.330233100336045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,205.43558900011703,,,,,,,,,,,,205.42662780033424,205.91768100019544,,,3,4.606506300158799,,,,,,,,,,,,,,,,,,,205.9176909001544,211.92600430035964,Schlüssel,lang,"['Schlüssel', 'lang']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang']",3,4.606506300158799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,211.93547170003876,,,,,,,,,,,,211.9265246000141,212.4175657001324,,,1,1.4742100001312792,,,,,,,,,,,,,,,,,,,212.4175761002116,218.41812960011885,Schere,schmutzig,"['Schere', 'schmutzig']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig']",1,1.4742100001312792,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,218.4276886000298,,,,,,,,,,,,218.4186436003074,218.909691600129,,,3,1.1170179001055658,,,,,,,,,,,,,,,,,,,218.90970250032842,224.91256500035524,Jacke,flauschig,"['Jacke', 'flauschig']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig']",3,1.1170179001055658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,224.9220328000374,,,,,,,,,,,,224.91308110021055,225.40415140008554,,,3,2.1276150001212955,,,,,,,,,,,,,,,,,,,225.40416220016778,231.40666209999472,Kette,schlicht,"['Kette', 'schlicht']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht']",3,2.1276150001212955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,231.41613490041345,,,,,,,,,,,,231.40718960016966,231.89810780016705,,,1,1.3375508999451995,,,,,,,,,,,,,,,,,,,231.89811900025234,237.90838680043817,Kiste,niedlich,"['Kiste', 'niedlich']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht', 'niedlich']",1,1.3375508999451995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,237.9178733001463,,,,,,,,,,,,237.9089070004411,238.39992590015754,,,1,3.0359507999382913,,,,,,,,,,,,,,,,,,,238.3999366001226,244.40884150005877,Hut,rustikal,"['Hut', 'rustikal']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht', 'niedlich', 'rustikal']",1,3.0359507999382913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,244.4183233003132,,,,,,,,,,,,244.4093719003722,244.90034120017663,,,1,1.3422066997736692,,,,,,,,,,,,,,,,,,,244.90035290038213,250.90955840004608,Würfel,schwer,"['Würfel', 'schwer']",restudy,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht', 'niedlich', 'rustikal', 'schwer']",1,1.3422066997736692,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,250.9190774001181,,,,,,,,,,,,250.9100785003975,251.40118789998814,,,1,2.6177077000029385,,,,,,,,,,,,,,,,,,,251.40119910007343,257.40252530016005,Uhr,krumm,"['Uhr', 'krumm']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht', 'niedlich', 'rustikal', 'schwer', 'krumm']",1,2.6177077000029385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,257.411998399999,,,,,,,,,,,,257.403044000268,257.89403420034796,,,1,4.860869899857789,,,,,,,,,,,,,,,,,,,257.8940444001928,263.90462500043213,Geige,biegsam,"['Geige', 'biegsam']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht', 'niedlich', 'rustikal', 'schwer', 'krumm', 'biegsam']",1,4.860869899857789,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,263.91413850011304,,,,,,,,,,,,263.90515710040927,264.3961804001592,,,1,1.3517593001015484,,,,,,,,,,,,,,,,,,,264.39619140001014,270.40460360003635,Tasche,matt,"['Tasche', 'matt']",test_sub,2,"['Bürste', 'Vase', 'Tasse', 'Kerze', 'Blume', 'Trommel', 'Buch', 'Flasche', 'Brille', 'Stift', 'Fahrrad', 'Kamera', 'Telefon', 'Rucksack', 'Socke', 'Ring', 'Eimer', 'Hammer', 'Löffel', 'Lampe', 'Schlüssel', 'Schere', 'Jacke', 'Kette', 'Kiste', 'Hut', 'Würfel', 'Uhr', 'Geige', 'Tasche']","['nachhaltig', 'dunkel', 'praktisch', 'bunt', 'sauber', 'hohl', 'kratzig', 'gut', 'hübsch', 'gestreift', 'neu', 'lustig', 'groß', 'elegant', 'klobig', 'sportlich', 'teuer', 'kurz', 'dick', 'strahlend', 'lang', 'schmutzig', 'flauschig', 'schlicht', 'niedlich', 'rustikal', 'schwer', 'krumm', 'biegsam', 'matt']",1,1.3517593001015484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,270.41412420012057,,,,,,,,,,,,270.40545830037445,270.89613920031115,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Eimer,teuer,"['Eimer', 'teuer']",restudy,2,,,,,,270.4053831002675,270.40543100005016,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",270.89615030027926,270.8987376000732,None,270.89892180031165,276.90030750026926,1,3.0567447999492288,None,276.90071920026094,276.903343600221,None,276.90349790034816,276.90462659997866,276.90463830018416,276.90584970032796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,276.90981780039147,,,,,,,,,,,,276.9061283003539,277.4019391001202,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Kamera,lustig,"['Kamera', 'lustig']",restudy,2,,,,,,276.90606420021504,276.90610170038417,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",277.40195000031963,277.4046674002893,None,277.4047921001911,283.4096375000663,3,2.1030341000296175,None,283.4099318003282,283.4127434003167,None,283.41285470034927,283.41406350024045,283.41407530009747,283.4152717003599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,283.4191209003329,,,,,,,,,,,,283.41555670043454,283.91123050032184,,,[],[],,,,,,,,,,4.48715479997918,5.91279979981482,,,,,,,,,,Kerze,bunt,"['Kerze', 'bunt']",test_sub,2,,,,,,283.4154911004007,283.41553020011634,"['Eimer', 'Kamera', 'Kerze', 'Ring', 'Stift', 'Flasche', 'Blume', 'Fahrrad', 'Geige', 'Trommel', 'Lampe', 'Bürste', 'Jacke', 'Socke', 'Brille', 'Uhr', 'Buch', 'Kiste', 'Rucksack', 'Kette', 'Vase', 'Löffel', 'Schere', 'Hammer', 'Hut', 'Tasse', 'Würfel', 'Telefon', 'Tasche', 'Schlüssel']",283.9112417004071,283.91399450041354,None,283.9141210000962,283.91555989999324,None,,,283.9156699003652,283.9171179002151,None,283.9172278000042,283.91839710017666,283.9184099002741,289.92202420020476,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-10_13h40.43.851,watkins1,2023.2.3,99.73390966766998,85,2024-01-10 13h40.54.180457 +0000,
